Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-02 14:15:00,68.5,190.8,3.0,28.02,31.01,5.94,34.65,1.05,61.13,0.46,,,,8.47,2.37,39.56,72.02,0.05,129.7,,0.0,76.28,,
2024-01-02 14:30:00,68.5,190.8,3.75,27.09,30.84,5.74,34.84,0.96,62.97,0.66,,,,7.16,3.23,39.51,74.56,0.07,94.77,,0.0,76.28,,
2024-01-02 14:45:00,68.5,190.8,3.76,26.92,30.68,5.49,34.17,0.93,64.33,0.35,,,,1.39,2.98,39.5,76.58,0.07,68.21,,0.0,76.28,,
2024-01-02 15:00:00,68.54,191.04,3.59,25.76,29.36,4.85,33.66,0.94,61.78,0.21,,,,1.38,5.43,39.5,76.63,0.05,119.99,,0.0,76.28,,
2024-01-02 15:15:00,72.0,194.4,4.05,25.84,29.89,4.61,34.67,0.92,56.89,0.21,,,,3.21,4.05,39.5,78.05,0.05,97.51,,0.0,76.28,,
2024-01-02 15:30:00,72.0,194.4,3.9,24.92,28.82,5.61,36.1,0.98,55.13,0.21,,,,6.62,0.89,39.48,78.44,0.06,112.38,,0.0,76.28,,
2024-01-02 15:45:00,72.0,194.4,3.05,26.19,29.25,5.44,36.65,0.98,54.99,0.21,,,,4.63,2.67,39.48,79.03,0.05,128.79,,0.0,76.28,,
2024-01-02 16:00:00,72.0,193.9,3.48,25.19,28.66,5.79,36.47,0.96,54.69,0.21,,,,4.02,5.32,39.45,80.05,0.05,226.1,,0.0,76.28,,
2024-01-02 16:15:00,66.0,185.4,3.28,25.53,28.79,5.58,35.31,0.95,55.15,0.21,,,,3.17,4.4,39.4,80.33,0.07,156.15,,0.0,76.28,,
2024-01-02 16:30:00,66.0,185.4,2.84,27.15,29.99,5.21,35.09,0.91,54.43,0.21,,,,4.14,1.59,39.41,82.01,0.05,139.16,,0.0,76.28,,
2024-01-02 16:45:00,66.0,185.4,3.13,27.47,30.59,5.28,35.84,0.92,49.86,0.21,,,,9.07,1.15,39.37,82.39,0.05,214.43,,0.0,76.28,,
2024-01-02 17:00:00,66.0,184.15,3.16,27.94,31.09,5.83,36.02,0.93,48.03,0.27,,,,5.23,0.2,39.19,83.57,0.05,175.18,,0.0,76.28,,
2024-01-02 17:15:00,61.0,162.9,3.62,27.76,31.37,4.34,35.89,0.91,50.05,0.27,,,,1.79,4.93,39.14,85.24,0.05,197.92,,0.0,76.28,,
2024-01-02 17:30:00,61.0,162.9,3.42,27.44,30.85,4.25,35.3,0.92,48.84,0.21,,,,2.52,6.45,39.12,88.6,0.06,224.6,,0.0,76.28,,
2024-01-02 17:45:00,61.0,162.9,2.27,29.23,31.48,4.82,34.68,0.87,48.22,0.21,,,,2.2,1.6,39.07,90.04,0.04,183.43,,0.0,76.28,,
2024-01-02 18:00:00,61.0,162.36,2.66,28.99,31.65,4.87,35.26,0.9,45.45,0.21,,,,3.18,1.42,39.01,91.56,0.05,198.95,,0.0,76.28,,
2024-01-02 18:15:00,58.0,154.8,3.73,28.18,31.91,4.6,35.45,0.89,41.65,0.21,,,,10.72,2.94,38.95,94.78,0.06,187.03,,0.0,76.28,,
2024-01-02 18:30:00,58.0,154.8,3.49,27.46,30.95,5.05,36.01,0.97,40.22,0.21,,,,11.19,3.44,38.87,97.87,1.22,163.51,,0.0,76.28,,
2024-01-02 18:45:00,58.0,154.8,3.29,26.84,30.11,5.87,35.55,0.99,40.52,0.21,,,,10.37,2.64,38.58,96.72,2.95,93.36,,0.0,76.28,,
2024-01-02 19:00:00,58.0,154.2,3.13,27.26,30.38,5.6,34.94,0.98,41.49,0.21,,,,10.88,2.11,38.59,97.06,2.95,93.57,,0.0,76.28,,
2024-01-02 19:15:00,57.5,145.8,2.84,27.17,29.99,4.57,34.06,0.96,42.47,0.43,,,,4.39,2.76,38.62,94.1,2.92,93.71,,0.0,76.28,,
2024-01-02 19:30:00,57.5,145.8,3.36,25.86,29.21,4.23,34.47,0.96,,0.39,,,,5.9,2.8,38.6,92.64,2.95,93.74,,0.0,76.28,,
2024-01-02 19:45:00,57.5,145.8,3.68,25.17,28.84,5.14,34.87,1.01,41.71,0.21,,,,13.05,1.21,38.59,92.74,2.96,93.69,,0.0,76.28,,
2024-01-02 20:00:00,57.5,144.42,3.39,23.58,26.95,5.73,34.8,1.0,41.02,0.21,,,,8.7,3.22,38.57,93.93,2.95,93.93,,0.0,76.28,,
2024-01-02 20:15:00,55.5,125.1,3.38,24.63,28.01,4.48,34.44,0.97,40.62,0.21,,,,1.42,2.72,38.52,91.44,2.96,94.0,,0.0,76.28,,
2024-01-02 20:30:00,55.5,125.1,3.51,24.39,27.91,3.94,34.22,0.94,37.99,0.21,,,,0.59,0.3,38.5,93.54,2.95,94.36,,0.0,76.28,,
2024-01-02 20:45:00,55.5,125.1,3.13,24.42,27.56,3.95,34.11,0.96,35.45,0.21,,,,11.5,1.59,38.5,97.13,2.94,94.28,,0.0,76.28,,
2024-01-02 21:00:00,55.5,124.26,3.71,23.8,27.51,4.25,33.49,0.94,33.33,0.21,,,,16.94,1.28,38.48,99.68,2.93,94.01,,0.0,76.28,,
2024-01-02 21:15:00,48.5,112.5,4.31,21.98,26.31,4.25,33.21,0.94,32.66,0.21,,,,6.23,0.23,38.47,99.9,2.93,93.94,,0.0,76.28,,
2024-01-02 21:30:00,48.5,112.5,4.16,22.3,26.45,4.57,34.03,0.93,30.76,0.21,,,,0.77,6.13,38.48,99.89,2.91,169.0,,0.0,76.28,,
2024-01-02 21:45:00,48.5,112.5,4.63,21.06,25.67,4.63,34.23,0.96,32.06,0.21,,,,7.05,7.96,38.51,95.03,2.87,276.49,,0.0,76.28,,
2024-01-02 22:00:00,48.5,112.56,4.78,20.68,25.45,4.22,33.98,0.93,32.04,0.54,,,,4.84,3.02,38.54,91.16,2.88,276.5,,0.0,76.28,,
2024-01-02 22:15:00,46.0,113.4,5.23,20.89,26.12,3.38,33.15,0.93,,0.41,,,,10.38,2.69,38.51,91.35,2.89,276.48,,0.0,76.28,,
2024-01-02 22:30:00,46.0,113.4,6.43,20.59,27.03,3.18,33.79,0.93,30.16,0.21,,,,11.24,2.07,38.53,92.09,2.91,201.26,,0.0,76.28,,
2024-01-02 22:45:00,46.0,113.4,7.41,19.02,26.44,4.26,34.93,0.86,31.49,0.21,,,,3.7,2.17,38.52,93.0,2.93,93.86,,0.0,76.28,,
2024-01-02 23:00:00,46.0,112.2,6.8,19.05,25.87,4.64,34.8,0.79,31.62,0.21,,,,3.65,1.5,38.51,94.3,2.92,94.03,,0.0,76.28,,
2024-01-02 23:15:00,38.5,95.4,6.61,18.68,25.3,4.31,33.87,0.78,31.21,0.21,,,,7.84,1.77,38.45,96.62,2.92,94.27,,0.0,76.28,,
2024-01-02 23:30:00,38.5,95.4,6.64,20.77,27.4,3.28,33.96,0.76,30.15,0.5,,,,5.98,0.89,38.44,99.41,2.93,94.19,,0.0,76.28,,
2024-01-02 23:45:00,38.5,95.4,6.73,21.2,27.95,3.65,34.84,0.76,28.74,0.36,,,,1.58,1.4,38.46,99.9,2.92,94.24,,0.0,76.28,,
2024-01-03 00:00:00,38.5,95.82,7.07,19.56,26.64,4.8,35.13,0.77,28.9,0.21,,,,8.09,1.03,38.44,99.9,2.91,94.34,,0.0,76.28,,
2024-01-03 00:15:00,43.0,101.7,8.69,19.13,27.81,4.86,34.99,0.73,29.34,0.21,,,,8.71,2.12,38.44,99.9,2.92,94.22,,0.0,76.28,,
2024-01-03 00:30:00,43.0,101.7,8.96,20.11,29.07,4.9,35.11,0.73,28.45,0.21,,,,2.55,1.56,38.39,99.9,2.91,94.25,,0.0,76.28,,
2024-01-03 00:45:00,43.0,101.7,8.83,19.93,28.77,4.61,35.23,0.75,27.99,0.21,,,,0.79,0.45,38.4,99.9,2.91,94.17,,0.0,76.28,,
2024-01-03 01:00:00,43.0,100.5,9.55,20.5,30.04,4.2,,,,0.21,,,,2.0,1.18,38.41,99.9,2.91,94.09,,0.0,76.28,,
2024-01-03 01:15:00,36.5,83.7,9.73,20.24,29.98,3.49,34.66,0.72,28.41,0.21,,,,1.39,0.93,38.43,99.9,2.91,94.21,,0.0,76.28,,
2024-01-03 01:30:00,36.5,83.7,9.6,18.44,28.05,4.82,34.7,0.71,28.95,0.21,,,,0.82,0.36,38.46,99.9,2.91,94.36,,0.0,76.28,,
2024-01-03 01:45:00,36.5,83.7,10.19,18.58,28.77,4.57,34.9,0.72,28.85,0.21,,,,4.4,3.27,38.45,99.9,2.91,94.35,,0.0,76.28,,
2024-01-03 02:00:00,36.5,83.45,9.15,20.92,30.07,4.13,34.96,0.72,28.95,0.21,,,,12.07,2.98,38.44,99.9,2.9,94.4,,0.0,76.28,,
2024-01-03 02:15:00,36.0,79.2,8.35,21.11,29.46,4.49,34.4,0.71,28.88,0.21,,,,7.04,0.77,38.43,99.9,2.91,94.45,,0.0,76.28,,
2024-01-03 02:30:00,36.0,79.2,8.01,20.85,28.86,3.92,34.8,0.7,28.47,0.21,,,,10.66,5.83,38.4,99.9,2.91,94.39,,0.0,76.28,,
2024-01-03 02:45:00,36.0,79.2,8.06,20.6,28.66,3.98,35.27,0.7,27.39,0.21,,,,10.87,4.41,38.4,99.9,2.92,94.5,,0.0,76.28,,
2024-01-03 03:00:00,36.0,79.0,6.43,21.59,28.0,4.4,35.07,0.8,26.94,0.21,,,,12.73,0.88,38.4,99.9,2.91,94.39,,0.0,76.28,,
2024-01-03 03:15:00,34.52,75.6,6.84,20.53,27.37,3.79,34.83,0.79,27.42,0.21,,,,12.3,0.88,38.39,99.9,2.9,94.5,,0.0,76.28,,
2024-01-03 03:30:00,34.5,75.6,7.65,20.13,27.76,3.56,35.34,0.78,28.03,0.21,,,,3.78,0.86,38.39,99.9,2.9,94.42,,0.0,76.28,,
2024-01-03 03:45:00,34.5,,,,,,,,,0.21,,,,5.6,0.28,,,,,,0.0,,,
2024-01-03 04:00:00,34.5,75.9,7.86,19.55,27.4,4.3,33.25,0.77,28.36,0.21,,,,5.51,5.84,38.35,99.9,2.91,94.45,,0.0,76.28,,
2024-01-03 04:15:00,36.5,80.1,9.42,18.7,28.11,3.85,33.44,0.77,27.55,0.21,,,,15.94,3.5,38.37,99.9,2.91,94.35,,0.0,76.28,,
2024-01-03 04:30:00,36.5,80.1,9.13,18.88,28.01,3.65,33.81,0.82,26.75,0.32,,,,10.49,2.93,38.4,99.9,2.9,94.4,,0.0,76.28,,
2024-01-03 04:45:00,36.5,80.1,9.65,17.95,27.6,3.31,34.32,0.79,26.74,0.24,,,,6.63,3.62,38.4,99.9,2.9,94.42,,0.0,76.28,,
2024-01-03 05:00:00,36.59,80.76,9.7,16.78,26.49,4.21,33.91,0.75,25.92,0.21,,,,1.41,0.86,38.4,99.9,2.9,94.45,,0.0,76.28,,
2024-01-03 05:15:00,44.5,90.0,9.84,16.76,26.62,3.68,33.43,0.78,26.45,0.73,,,,7.9,1.66,38.4,99.9,2.91,94.39,,0.0,76.28,,
2024-01-03 05:30:00,44.5,90.0,11.33,14.68,26.02,4.1,33.81,0.76,26.3,0.33,,,,7.48,2.12,38.4,99.9,2.91,94.46,,0.0,76.28,,
2024-01-03 05:45:00,44.5,90.0,12.24,14.65,26.89,4.43,33.61,0.78,26.08,0.21,,,,9.09,5.86,38.41,99.9,2.91,94.49,,0.0,76.28,,
2024-01-03 06:00:00,44.5,90.96,12.37,13.42,25.78,4.31,33.22,0.78,26.74,0.78,,,,6.86,2.27,38.41,99.9,2.9,94.41,,0.0,76.28,,
2024-01-03 06:15:00,47.0,104.4,12.37,13.5,25.87,3.21,33.27,0.77,26.16,0.32,,,,4.0,1.77,38.41,99.9,2.9,94.73,,0.0,76.28,,
2024-01-03 06:30:00,47.0,104.4,12.23,15.26,27.49,3.54,33.8,0.76,25.6,0.21,,,,2.02,1.4,38.41,99.9,2.9,94.52,,0.0,76.28,,
2024-01-03 06:45:00,47.0,104.4,12.08,15.23,27.31,3.77,33.93,0.77,25.3,0.21,,,,0.47,0.85,38.41,99.9,2.9,94.65,,0.0,76.28,,
2024-01-03 07:00:00,47.0,106.4,12.57,14.6,27.17,4.35,33.4,0.77,25.89,0.21,,,,1.93,2.97,38.41,99.9,2.9,94.62,,0.0,76.32,,
2024-01-03 07:15:00,66.78,140.4,14.25,16.84,31.1,3.43,33.69,0.67,26.02,0.21,,,,2.94,4.45,38.4,99.9,2.9,94.48,,0.0,76.28,,
2024-01-03 07:30:00,67.0,140.4,15.59,16.03,31.64,3.7,33.56,0.66,25.99,0.21,,,,6.41,1.7,38.41,99.9,2.9,94.61,,0.0,76.28,,
2024-01-03 07:45:00,67.0,140.4,15.84,15.78,31.63,3.9,33.74,0.65,25.74,0.21,,,,2.54,0.42,38.41,99.9,2.91,94.61,,0.0,76.28,,
2024-01-03 08:00:00,67.0,142.02,15.47,15.62,31.08,4.18,33.87,0.69,26.01,0.21,,,,1.22,3.59,38.45,99.9,2.92,94.5,,0.0,76.28,,
2024-01-03 08:15:00,68.5,164.7,14.81,14.6,29.43,4.95,34.21,0.69,25.88,0.21,,,,4.13,2.64,38.46,99.9,2.93,94.39,,0.0,76.28,,
2024-01-03 08:30:00,68.5,164.7,15.1,14.26,29.37,4.77,34.32,0.68,25.3,0.21,,,,5.71,1.54,38.52,99.9,2.94,94.11,,0.0,76.28,,
2024-01-03 08:45:00,68.5,164.7,17.03,15.06,32.1,4.64,34.83,0.7,25.43,0.21,,,,5.48,0.42,38.56,99.9,2.95,94.32,,0.0,76.28,,
2024-01-03 09:00:00,68.5,166.8,18.43,14.93,33.37,4.34,35.12,0.73,25.64,0.21,,,,0.68,3.04,38.56,99.9,2.95,94.01,,0.0,76.28,,
2024-01-03 09:15:00,76.5,196.2,19.01,15.26,34.28,4.08,34.47,0.75,25.76,0.21,,,,1.06,1.17,38.57,99.9,2.96,94.0,,0.0,76.28,,
2024-01-03 09:30:00,76.5,196.2,19.07,15.95,35.02,4.17,34.47,0.72,26.6,1.05,,,,0.27,9.41,38.66,96.07,2.96,94.23,,0.0,76.28,,
2024-01-03 09:45:00,76.5,196.2,18.8,17.61,36.42,4.0,34.67,0.75,26.58,0.82,,,,1.14,3.22,38.72,90.73,2.98,94.46,,0.0,76.28,,
2024-01-03 10:00:00,76.53,197.46,18.13,18.3,36.43,4.56,35.01,0.76,27.05,0.25,,,,4.19,3.45,38.76,88.04,2.97,94.49,,0.0,76.28,,
2024-01-03 10:15:00,79.0,215.1,17.49,20.01,37.5,4.56,34.77,0.77,26.63,0.21,,,,2.61,13.31,38.78,84.93,2.98,94.51,,0.0,76.28,,
2024-01-03 10:30:00,79.0,215.1,16.57,22.66,39.23,4.52,34.64,0.78,27.11,0.21,,,,0.93,2.25,38.74,82.55,1.75,173.52,,0.0,76.28,,
2024-01-03 10:45:00,79.0,215.1,14.55,25.9,40.44,4.87,35.3,0.82,27.49,0.21,,,,4.13,2.44,38.74,82.06,0.07,271.19,,0.0,76.28,,
2024-01-03 11:00:00,79.04,216.24,12.69,28.07,40.75,4.95,35.72,0.82,28.69,0.21,,,,12.82,1.16,38.77,82.48,0.04,280.81,,0.0,76.28,,
2024-01-03 11:15:00,82.5,232.2,11.34,31.16,42.52,4.6,36.26,0.85,29.35,0.21,,,,4.78,0.92,38.84,76.5,0.03,176.56,,0.0,76.28,,
2024-01-03 11:30:00,82.5,232.2,10.02,32.29,42.29,4.48,35.49,0.94,30.9,0.21,,,,0.67,2.01,38.83,73.13,0.02,186.99,,0.0,76.28,,
2024-01-03 11:45:00,82.5,,,,,,,,,0.21,,,,2.48,0.48,,,,,,0.0,,,
2024-01-03 12:00:00,82.35,229.56,5.38,35.47,40.86,3.88,34.38,0.97,36.05,0.21,,,,11.84,2.48,38.71,69.4,0.03,149.82,,0.0,76.28,,
2024-01-03 12:15:00,69.0,192.6,3.53,35.35,38.87,4.45,33.58,0.96,41.2,0.21,,,,0.69,6.54,38.72,68.82,0.03,174.71,,0.0,76.28,,
2024-01-03 12:30:00,69.0,192.6,3.68,33.52,37.21,4.95,33.62,0.99,45.94,0.21,,,,1.86,8.12,38.64,68.44,0.03,205.74,,0.0,76.29,,
2024-01-03 12:45:00,69.0,192.6,4.2,33.24,37.44,5.64,34.6,0.99,49.59,0.21,,,,14.28,6.3,38.6,68.32,0.03,220.98,,0.0,76.28,,
2024-01-03 13:00:00,69.0,194.4,4.02,34.68,38.7,5.39,35.29,1.03,54.59,0.21,,,,10.65,0.38,38.51,70.27,0.04,244.9,,0.0,76.28,,
2024-01-03 13:15:00,75.0,225.0,3.2,34.91,38.1,5.53,35.14,,,0.21,,,,3.93,1.34,38.54,70.19,0.04,222.22,,0.0,76.28,,
2024-01-03 13:30:00,75.0,225.0,3.16,34.24,37.41,5.42,34.74,1.04,61.9,0.21,,,,1.94,4.67,38.51,72.87,0.05,161.7,,0.0,76.29,,
2024-01-03 13:45:00,75.0,225.0,3.82,33.04,36.85,5.17,34.53,1.04,62.91,0.21,,,,2.77,5.3,38.45,74.27,0.05,138.52,,0.0,76.28,,
2024-01-03 14:00:00,75.0,224.64,4.36,31.09,35.43,5.17,34.64,1.09,63.14,0.21,,,,2.38,0.66,38.46,72.89,0.05,154.93,,0.0,76.28,,
2024-01-03 14:15:00,82.5,219.6,3.79,30.21,34.0,5.37,34.54,1.05,62.1,0.21,,,,3.24,6.36,38.49,72.69,0.06,130.87,,0.0,76.28,,
2024-01-03 14:30:00,82.5,219.6,2.93,29.5,32.43,5.44,34.02,1.07,62.29,0.21,,,,4.09,2.14,38.46,73.51,0.08,68.77,,0.0,76.28,,
2024-01-03 14:45:00,82.5,219.6,2.85,26.77,29.61,5.9,34.62,1.09,62.17,0.21,,,,13.66,1.72,38.46,75.76,0.05,141.57,,0.0,76.28,,
2024-01-03 15:00:00,82.5,217.08,2.83,27.17,30.0,5.26,34.88,1.11,61.46,0.21,,,,9.42,2.55,38.49,75.05,0.05,130.54,,0.0,76.28,,
2024-01-03 15:15:00,67.0,181.8,3.16,27.02,30.18,5.57,34.71,1.08,59.79,0.21,,,,0.64,0.22,38.5,74.88,0.05,144.05,,0.0,76.28,,
2024-01-03 15:30:00,67.0,181.8,2.48,26.61,29.11,5.41,34.87,1.05,58.75,0.21,,,,4.68,2.09,38.48,76.03,0.05,127.79,,0.0,76.28,,
2024-01-03 15:45:00,67.0,181.8,2.85,25.98,28.84,5.25,34.97,0.97,57.21,0.21,,,,5.32,10.85,38.46,76.02,0.06,131.53,,0.0,76.28,,
2024-01-03 16:00:00,67.0,180.96,3.51,24.78,28.28,5.3,33.57,0.97,57.28,0.21,,,,14.31,0.49,38.45,77.58,0.05,204.68,,0.0,76.28,,
2024-01-03 16:15:00,61.5,169.2,3.12,24.62,27.74,5.45,33.21,0.94,54.49,0.21,,,,1.63,0.24,38.44,79.32,0.04,181.4,,0.0,76.28,,
2024-01-03 16:30:00,61.5,169.2,3.15,25.69,28.83,5.24,34.23,0.94,50.77,0.21,,,,10.7,1.07,38.43,80.42,0.06,131.79,,0.0,76.28,,
2024-01-03 16:45:00,61.5,169.2,3.25,25.29,28.55,5.47,35.68,0.93,48.48,0.21,,,,0.96,0.72,38.41,81.91,0.05,226.04,,0.0,76.28,,
2024-01-03 17:00:00,61.5,168.18,4.25,24.22,28.48,5.79,36.52,0.96,46.76,0.21,,,,2.22,1.5,38.39,82.68,0.06,197.61,,0.0,76.28,,
2024-01-03 17:15:00,57.0,153.9,4.13,24.81,28.94,5.5,35.92,0.96,47.69,0.21,,,,5.11,4.9,38.34,86.26,0.08,201.89,,0.0,76.28,,
2024-01-03 17:30:00,57.0,153.9,3.45,26.61,30.08,3.77,35.12,0.94,,0.21,,,,1.13,10.56,38.28,89.42,0.07,172.36,,0.0,76.28,,
2024-01-03 17:45:00,57.0,153.9,3.07,27.93,30.99,3.71,35.05,0.92,48.09,0.24,,,,0.98,3.58,38.28,89.45,0.09,267.61,,0.0,76.28,,
2024-01-03 18:00:00,57.0,153.55,2.84,26.87,29.69,4.87,35.56,0.93,46.1,0.4,,,,1.31,1.03,38.25,93.28,0.1,170.57,,0.0,76.28,,
2024-01-03 18:15:00,60.5,147.6,3.31,26.28,29.58,5.1,35.53,0.94,43.42,0.29,,,,1.49,1.4,38.22,95.85,0.11,106.03,,0.0,76.28,,
2024-01-03 18:30:00,60.5,147.6,2.87,27.78,30.67,4.86,35.78,0.9,39.93,0.21,,,,0.34,6.15,38.21,97.54,0.1,91.66,,0.0,76.28,,
2024-01-03 18:45:00,60.5,147.6,3.52,27.26,30.77,5.22,35.8,0.9,37.45,0.21,,,,3.81,1.04,38.19,97.14,0.09,74.49,,0.0,76.28,,
2024-01-03 19:00:00,60.5,147.05,3.74,27.91,31.66,4.52,35.88,0.89,35.84,0.21,,,,15.32,1.54,38.18,96.24,0.07,91.43,,0.0,76.28,,
2024-01-03 19:15:00,53.0,137.7,3.66,27.59,31.26,4.57,35.61,0.89,33.3,0.21,,,,10.67,5.64,38.19,97.66,0.06,126.28,,0.0,76.28,,
2024-01-03 19:30:00,53.0,137.7,4.23,27.55,31.77,4.38,35.02,0.88,32.67,0.21,,,,4.88,10.01,38.18,98.96,1.25,140.22,,0.0,76.28,,
2024-01-03 19:45:00,53.0,137.7,4.96,25.35,30.31,5.02,35.24,0.94,30.46,0.21,,,,5.28,4.82,38.17,99.9,2.95,94.23,,0.0,76.28,,
2024-01-03 20:00:00,53.0,136.8,5.65,25.19,30.84,4.62,34.92,0.97,30.6,0.21,,,,18.41,12.28,38.17,99.9,2.94,94.11,,0.0,76.28,,
2024-01-03 20:15:00,54.0,124.2,6.23,24.18,30.44,4.26,34.03,0.94,29.78,0.21,,,,1.3,1.81,38.17,99.9,2.94,94.15,,0.0,76.28,,
2024-01-03 20:30:00,54.0,124.2,5.8,23.94,29.73,4.17,34.36,0.96,28.68,0.32,,,,0.68,2.0,38.18,99.9,2.94,94.08,,0.0,76.28,,
2024-01-03 20:45:00,54.0,124.2,6.05,23.68,29.72,4.12,34.31,1.0,28.23,0.59,,,,4.81,4.54,38.18,99.9,2.93,94.01,,0.0,76.28,,
2024-01-03 21:00:00,54.0,124.26,6.38,23.1,29.48,4.4,34.32,0.97,28.4,0.35,,,,10.37,1.73,38.18,99.9,2.95,93.91,,0.0,76.28,,
2024-01-03 21:15:00,53.0,125.1,6.34,21.68,28.02,4.29,33.68,0.96,28.13,0.65,,,,3.14,3.92,38.15,99.9,2.94,94.23,,0.0,76.28,,
2024-01-03 21:30:00,53.0,125.1,7.77,21.74,29.51,3.82,,,,0.21,,,,3.91,6.8,38.14,99.9,2.94,94.0,,0.0,76.28,,
2024-01-03 21:45:00,53.0,125.1,8.1,21.58,29.68,4.01,33.41,0.96,28.36,0.21,,,,10.43,3.01,38.16,99.9,2.94,93.81,,0.0,76.28,,
2024-01-03 22:00:00,53.0,126.4,7.52,22.33,29.84,3.52,33.17,0.94,27.96,0.21,,,,6.23,2.03,38.17,99.9,2.94,93.88,,0.0,76.28,,
2024-01-03 22:15:00,66.0,148.5,8.2,20.61,28.81,3.33,32.87,0.94,27.49,0.21,,,,1.88,2.56,38.17,99.9,2.93,93.88,,0.0,76.28,,
2024-01-03 22:30:00,66.0,148.5,7.94,20.55,28.49,3.57,33.9,0.94,26.45,0.21,,,,4.47,4.61,38.2,99.9,2.93,93.71,,0.0,76.28,,
2024-01-03 22:45:00,66.0,148.5,8.2,20.58,28.78,3.83,33.88,0.94,26.29,0.21,,,,2.94,3.52,38.2,99.9,2.93,93.63,,0.0,76.28,,
2024-01-03 23:00:00,66.0,149.0,9.34,19.27,28.61,3.25,33.65,0.95,26.62,0.21,,,,6.1,0.95,38.21,99.9,2.93,93.64,,0.0,76.28,,
2024-01-03 23:15:00,65.5,157.5,10.0,17.74,27.73,3.79,33.23,0.97,26.4,0.21,,,,0.55,2.19,38.18,99.9,2.93,93.74,,0.0,76.29,,
2024-01-03 23:30:00,65.5,157.5,9.58,18.37,27.94,3.35,33.66,0.95,26.1,0.21,,,,0.61,4.41,38.2,99.9,2.93,93.95,,0.0,76.3,,
2024-01-03 23:45:00,65.5,157.5,10.42,16.76,27.18,3.77,33.63,0.97,26.62,0.21,,,,2.51,5.62,38.2,99.9,2.93,93.9,,0.0,76.28,,
2024-01-04 00:00:00,65.5,155.64,11.46,16.62,28.08,3.24,34.02,0.87,27.06,0.21,,,,7.9,1.57,38.2,99.9,2.92,93.96,,0.0,76.31,,
2024-01-04 00:15:00,55.5,131.4,12.15,16.19,28.34,3.72,34.18,0.83,26.06,0.21,,,,11.45,3.18,38.2,99.9,2.93,94.01,,0.0,76.28,,
2024-01-04 00:30:00,55.5,131.4,12.55,15.6,28.14,4.43,33.98,0.82,26.06,0.21,,,,6.94,5.66,38.19,99.9,2.93,93.93,,0.0,76.3,,
2024-01-04 00:45:00,55.5,131.4,13.33,17.23,30.57,4.24,34.14,0.83,26.29,0.21,,,,1.56,4.72,38.19,99.9,2.93,94.0,,0.0,76.28,,
2024-01-04 01:00:00,55.5,131.64,13.86,16.38,30.23,4.56,34.65,0.83,25.93,0.21,,,,4.07,5.59,38.21,99.9,2.92,94.03,,0.0,76.28,,
2024-01-04 01:15:00,59.0,135.0,14.47,15.69,30.17,4.08,34.51,0.83,25.94,0.21,,,,5.29,2.04,38.21,99.9,2.92,94.08,,0.0,76.31,,
2024-01-04 01:30:00,59.0,135.0,15.17,15.12,30.29,4.72,34.84,0.85,26.0,0.21,,,,0.24,1.64,38.19,99.9,2.92,94.14,,0.0,76.77,,
2024-01-04 01:45:00,59.0,135.0,15.8,16.28,32.08,4.81,34.9,0.86,26.31,0.21,,,,4.63,3.58,38.19,99.9,2.92,94.18,,0.0,77.26,,
2024-01-04 02:00:00,59.0,136.8,16.45,15.94,32.4,4.38,35.12,0.86,26.19,0.21,,,,12.97,3.1,38.19,99.9,2.92,93.87,,0.0,77.66,,
2024-01-04 02:15:00,67.0,162.0,17.52,15.37,32.89,3.69,34.98,0.86,26.15,0.21,,,,8.71,1.05,38.2,99.9,2.92,93.95,,0.0,77.72,,
2024-01-04 02:30:00,67.0,162.0,18.59,14.35,32.93,3.5,35.24,0.86,25.6,0.21,,,,1.21,0.77,38.2,99.9,2.92,93.92,,0.0,78.39,,
2024-01-04 02:45:00,67.0,162.0,19.05,16.82,35.86,3.72,35.37,0.87,25.71,0.21,,,,1.8,4.43,38.17,99.9,2.92,94.25,,0.0,77.99,,
2024-01-04 03:00:00,67.0,160.86,19.59,17.48,37.07,4.11,35.79,0.88,25.42,0.21,,,,0.65,7.56,38.18,99.9,2.92,94.26,,0.0,78.33,,
2024-01-04 03:15:00,62.5,144.9,19.64,16.62,36.26,4.5,35.45,0.91,26.15,0.21,,,,4.23,8.7,38.17,99.9,2.91,94.28,,0.0,78.91,,
2024-01-04 03:30:00,62.5,144.9,20.16,15.81,35.97,3.64,35.26,0.89,26.18,0.21,,,,12.1,7.88,38.18,99.9,2.91,94.5,,0.0,78.79,,
2024-01-04 03:45:00,62.5,144.9,20.6,14.97,35.55,4.06,35.71,0.9,25.94,0.21,,,,12.38,5.18,38.19,99.9,2.92,94.28,,0.0,79.57,,
2024-01-04 04:00:00,62.5,144.84,20.42,14.58,34.98,4.5,35.58,0.91,25.46,0.21,,,,3.96,7.88,38.19,99.9,2.92,94.36,,0.0,79.18,,
